PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,cross2
1,0,3,male,22.0,1,0,A/5 21171,7.25,S,22.0
2,1,1,female,38.0,1,0,PC 17599,71.2833,C,38.0
3,1,3,female,26.0,0,0,STON/O2. 3101282,7.925,S,0.0
4,1,1,female,35.0,1,0,113803,53.1,S,35.0
5,0,3,male,35.0,0,0,373450,8.05,S,0.0
6,0,3,male,28.0,0,0,330877,8.4583,Q,0.0
7,0,1,male,54.0,0,0,17463,51.8625,S,0.0
8,0,3,male,2.0,3,1,349909,21.075,S,8.0
9,1,3,female,27.0,0,2,347742,11.1333,S,54.0
10,1,2,female,14.0,1,0,237736,30.0708,C,14.0
11,1,3,female,4.0,1,1,PP 9549,16.7,S,8.0
12,1,1,female,58.0,0,0,113783,26.55,S,0.0
13,0,3,male,20.0,0,0,A/5. 2151,8.05,S,0.0
14,0,3,male,39.0,1,5,347082,31.275,S,234.0
15,0,3,female,14.0,0,0,350406,7.8542,S,0.0
16,1,2,female,55.0,0,0,248706,16.0,S,0.0
17,0,3,male,2.0,4,1,382652,29.125,Q,10.0
18,1,2,male,28.0,0,0,244373,13.0,S,0.0
19,0,3,female,31.0,1,0,345763,18.0,S,31.0
20,1,3,female,28.0,0,0,2649,7.225,C,0.0
21,0,2,male,35.0,0,0,239865,26.0,S,0.0
22,1,2,male,34.0,0,0,248698,13.0,S,0.0
23,1,3,female,15.0,0,0,330923,8.0292,Q,0.0
24,1,1,male,28.0,0,0,113788,35.5,S,0.0
25,0,3,female,8.0,3,1,349909,21.075,S,32.0
26,1,3,female,38.0,1,5,347077,31.3875,S,228.0
27,0,3,male,28.0,0,0,2631,7.225,C,0.0
28,0,1,male,19.0,3,2,19950,263.0,S,95.0
29,1,3,female,28.0,0,0,330959,7.8792,Q,0.0
30,0,3,male,28.0,0,0,349216,7.8958,S,0.0
31,0,1,male,40.0,0,0,PC 17601,27.7208,C,0.0
32,1,1,female,28.0,1,0,PC 17569,146.5208,C,28.0
33,1,3,female,28.0,0,0,335677,7.75,Q,0.0
34,0,2,male,66.0,0,0,C.A. 24579,10.5,S,0.0
35,0,1,male,28.0,1,0,PC 17604,82.1708,C,28.0
36,0,1,male,42.0,1,0,113789,52.0,S,42.0
37,1,3,male,28.0,0,0,2677,7.2292,C,0.0
38,0,3,male,21.0,0,0,A./5. 2152,8.05,S,0.0
39,0,3,female,18.0,2,0,345764,18.0,S,36.0
40,1,3,female,14.0,1,0,2651,11.2417,C,14.0
41,0,3,female,40.0,1,0,7546,9.475,S,40.0
42,0,2,female,27.0,1,0,11668,21.0,S,27.0
43,0,3,male,28.0,0,0,349253,7.8958,C,0.0
44,1,2,female,3.0,1,2,SC/Paris 2123,41.5792,C,9.0
45,1,3,female,19.0,0,0,330958,7.8792,Q,0.0
46,0,3,male,28.0,0,0,S.C./A.4. 23567,8.05,S,0.0
47,0,3,male,28.0,1,0,370371,15.5,Q,28.0
48,1,3,female,28.0,0,0,14311,7.75,Q,0.0
49,0,3,male,28.0,2,0,2662,21.6792,C,56.0
50,0,3,female,18.0,1,0,349237,17.8,S,18.0
51,0,3,male,7.0,4,1,3101295,39.6875,S,35.0
52,0,3,male,21.0,0,0,A/4. 39886,7.8,S,0.0
53,1,1,female,49.0,1,0,PC 17572,76.7292,C,49.0
54,1,2,female,29.0,1,0,2926,26.0,S,29.0
55,0,1,male,65.0,0,1,113509,61.9792,C,65.0
56,1,1,male,28.0,0,0,19947,35.5,S,0.0
57,1,2,female,21.0,0,0,C.A. 31026,10.5,S,0.0
58,0,3,male,28.5,0,0,2697,7.2292,C,0.0
59,1,2,female,5.0,1,2,C.A. 34651,27.75,S,15.0
60,0,3,male,11.0,5,2,CA 2144,46.9,S,77.0
61,0,3,male,22.0,0,0,2669,7.2292,C,0.0
62,1,1,female,38.0,0,0,113572,80.0,,0.0
63,0,1,male,45.0,1,0,36973,83.475,S,45.0
64,0,3,male,4.0,3,2,347088,27.9,S,20.0
65,0,1,male,28.0,0,0,PC 17605,27.7208,C,0.0
66,1,3,male,28.0,1,1,2661,15.2458,C,56.0
67,1,2,female,29.0,0,0,C.A. 29395,10.5,S,0.0
68,0,3,male,19.0,0,0,S.P. 3464,8.1583,S,0.0
69,1,3,female,17.0,4,2,3101281,7.925,S,102.0
70,0,3,male,26.0,2,0,315151,8.6625,S,52.0
71,0,2,male,32.0,0,0,C.A. 33111,10.5,S,0.0
72,0,3,female,16.0,5,2,CA 2144,46.9,S,112.0
73,0,2,male,21.0,0,0,S.O.C. 14879,73.5,S,0.0
74,0,3,male,26.0,1,0,2680,14.4542,C,26.0
75,1,3,male,32.0,0,0,1601,56.4958,S,0.0
76,0,3,male,25.0,0,0,348123,7.65,S,0.0
77,0,3,male,28.0,0,0,349208,7.8958,S,0.0
78,0,3,male,28.0,0,0,374746,8.05,S,0.0
79,1,2,male,0.83,0,2,248738,29.0,S,1.66
80,1,3,female,30.0,0,0,364516,12.475,S,0.0
81,0,3,male,22.0,0,0,345767,9.0,S,0.0
82,1,3,male,29.0,0,0,345779,9.5,S,0.0
83,1,3,female,28.0,0,0,330932,7.7875,Q,0.0
84,0,1,male,28.0,0,0,113059,47.1,S,0.0
85,1,2,female,17.0,0,0,SO/C 14885,10.5,S,0.0
86,1,3,female,33.0,3,0,3101278,15.85,S,99.0
87,0,3,male,16.0,1,3,W./C. 6608,34.375,S,64.0
88,0,3,male,28.0,0,0,SOTON/OQ 392086,8.05,S,0.0
89,1,1,female,23.0,3,2,19950,263.0,S,115.0
90,0,3,male,24.0,0,0,343275,8.05,S,0.0
91,0,3,male,29.0,0,0,343276,8.05,S,0.0
92,0,3,male,20.0,0,0,347466,7.8542,S,0.0
93,0,1,male,46.0,1,0,W.E.P. 5734,61.175,S,46.0
94,0,3,male,26.0,1,2,C.A. 2315,20.575,S,78.0
95,0,3,male,59.0,0,0,364500,7.25,S,0.0
96,0,3,male,28.0,0,0,374910,8.05,S,0.0
97,0,1,male,71.0,0,0,PC 17754,34.6542,C,0.0
98,1,1,male,23.0,0,1,PC 17759,63.3583,C,23.0
99,1,2,female,34.0,0,1,231919,23.0,S,34.0
100,0,2,male,34.0,1,0,244367,26.0,S,34.0
101,0,3,female,28.0,0,0,349245,7.8958,S,0.0
102,0,3,male,28.0,0,0,349215,7.8958,S,0.0
103,0,1,male,21.0,0,1,35281,77.2875,S,21.0
104,0,3,male,33.0,0,0,7540,8.6542,S,0.0
105,0,3,male,37.0,2,0,3101276,7.925,S,74.0
106,0,3,male,28.0,0,0,349207,7.8958,S,0.0
107,1,3,female,21.0,0,0,343120,7.65,S,0.0
108,1,3,male,28.0,0,0,312991,7.775,S,0.0
109,0,3,male,38.0,0,0,349249,7.8958,S,0.0
110,1,3,female,28.0,1,0,371110,24.15,Q,28.0
111,0,1,male,47.0,0,0,110465,52.0,S,0.0
112,0,3,female,14.5,1,0,2665,14.4542,C,14.5
113,0,3,male,22.0,0,0,324669,8.05,S,0.0
114,0,3,female,20.0,1,0,4136,9.825,S,20.0
115,0,3,female,17.0,0,0,2627,14.4583,C,0.0
116,0,3,male,21.0,0,0,STON/O 2. 3101294,7.925,S,0.0
117,0,3,male,70.5,0,0,370369,7.75,Q,0.0
118,0,2,male,29.0,1,0,11668,21.0,S,29.0
119,0,1,male,24.0,0,1,PC 17558,247.5208,C,24.0
120,0,3,female,2.0,4,2,347082,31.275,S,12.0
121,0,2,male,21.0,2,0,S.O.C. 14879,73.5,S,42.0
122,0,3,male,28.0,0,0,A4. 54510,8.05,S,0.0
123,0,2,male,32.5,1,0,237736,30.0708,C,32.5
124,1,2,female,32.5,0,0,27267,13.0,S,0.0
125,0,1,male,54.0,0,1,35281,77.2875,S,54.0
126,1,3,male,12.0,1,0,2651,11.2417,C,12.0
127,0,3,male,28.0,0,0,370372,7.75,Q,0.0
128,1,3,male,24.0,0,0,C 17369,7.1417,S,0.0
129,1,3,female,28.0,1,1,2668,22.3583,C,56.0
130,0,3,male,45.0,0,0,347061,6.975,S,0.0
131,0,3,male,33.0,0,0,349241,7.8958,C,0.0
132,0,3,male,20.0,0,0,SOTON/O.Q. 3101307,7.05,S,0.0
133,0,3,female,47.0,1,0,A/5. 3337,14.5,S,47.0
134,1,2,female,29.0,1,0,228414,26.0,S,29.0
135,0,2,male,25.0,0,0,C.A. 29178,13.0,S,0.0
136,0,2,male,23.0,0,0,SC/PARIS 2133,15.0458,C,0.0
137,1,1,female,19.0,0,2,11752,26.2833,S,38.0
138,0,1,male,37.0,1,0,113803,53.1,S,37.0
139,0,3,male,16.0,0,0,7534,9.2167,S,0.0
140,0,1,male,24.0,0,0,PC 17593,79.2,C,0.0
141,0,3,female,28.0,0,2,2678,15.2458,C,56.0
142,1,3,female,22.0,0,0,347081,7.75,S,0.0
143,1,3,female,24.0,1,0,STON/O2. 3101279,15.85,S,24.0
144,0,3,male,19.0,0,0,365222,6.75,Q,0.0
145,0,2,male,18.0,0,0,231945,11.5,S,0.0
146,0,2,male,19.0,1,1,C.A. 33112,36.75,S,38.0
147,1,3,male,27.0,0,0,350043,7.7958,S,0.0
148,0,3,female,9.0,2,2,W./C. 6608,34.375,S,36.0
149,0,2,male,36.5,0,2,230080,26.0,S,73.0
150,0,2,male,42.0,0,0,244310,13.0,S,0.0
151,0,2,male,51.0,0,0,S.O.P. 1166,12.525,S,0.0
152,1,1,female,22.0,1,0,113776,66.6,S,22.0
153,0,3,male,55.5,0,0,A.5. 11206,8.05,S,0.0
154,0,3,male,40.5,0,2,A/5. 851,14.5,S,81.0
155,0,3,male,28.0,0,0,Fa 265302,7.3125,S,0.0
156,0,1,male,51.0,0,1,PC 17597,61.3792,C,51.0
157,1,3,female,16.0,0,0,35851,7.7333,Q,0.0
158,0,3,male,30.0,0,0,SOTON/OQ 392090,8.05,S,0.0
159,0,3,male,28.0,0,0,315037,8.6625,S,0.0
160,0,3,male,28.0,8,2,CA. 2343,69.55,S,280.0
161,0,3,male,44.0,0,1,371362,16.1,S,44.0
162,1,2,female,40.0,0,0,C.A. 33595,15.75,S,0.0
163,0,3,male,26.0,0,0,347068,7.775,S,0.0
164,0,3,male,17.0,0,0,315093,8.6625,S,0.0
165,0,3,male,1.0,4,1,3101295,39.6875,S,5.0
166,1,3,male,9.0,0,2,363291,20.525,S,18.0
167,1,1,female,28.0,0,1,113505,55.0,S,28.0
168,0,3,female,45.0,1,4,347088,27.9,S,225.0
169,0,1,male,28.0,0,0,PC 17318,25.925,S,0.0
170,0,3,male,28.0,0,0,1601,56.4958,S,0.0
171,0,1,male,61.0,0,0,111240,33.5,S,0.0
172,0,3,male,4.0,4,1,382652,29.125,Q,20.0
173,1,3,female,1.0,1,1,347742,11.1333,S,2.0
174,0,3,male,21.0,0,0,STON/O 2. 3101280,7.925,S,0.0
175,0,1,male,56.0,0,0,17764,30.6958,C,0.0
176,0,3,male,18.0,1,1,350404,7.8542,S,36.0
177,0,3,male,28.0,3,1,4133,25.4667,S,112.0
178,0,1,female,50.0,0,0,PC 17595,28.7125,C,0.0
179,0,2,male,30.0,0,0,250653,13.0,S,0.0
180,0,3,male,36.0,0,0,LINE,0.0,S,0.0
181,0,3,female,28.0,8,2,CA. 2343,69.55,S,280.0
182,0,2,male,28.0,0,0,SC/PARIS 2131,15.05,C,0.0
183,0,3,male,9.0,4,2,347077,31.3875,S,54.0
184,1,2,male,1.0,2,1,230136,39.0,S,3.0
185,1,3,female,4.0,0,2,315153,22.025,S,8.0
186,0,1,male,28.0,0,0,113767,50.0,S,0.0
187,1,3,female,28.0,1,0,370365,15.5,Q,28.0
188,1,1,male,45.0,0,0,111428,26.55,S,0.0
189,0,3,male,40.0,1,1,364849,15.5,Q,80.0
190,0,3,male,36.0,0,0,349247,7.8958,S,0.0
191,1,2,female,32.0,0,0,234604,13.0,S,0.0
192,0,2,male,19.0,0,0,28424,13.0,S,0.0
193,1,3,female,19.0,1,0,350046,7.8542,S,19.0
194,1,2,male,3.0,1,1,230080,26.0,S,6.0
195,1,1,female,44.0,0,0,PC 17610,27.7208,C,0.0
196,1,1,female,58.0,0,0,PC 17569,146.5208,C,0.0
197,0,3,male,28.0,0,0,368703,7.75,Q,0.0
198,0,3,male,42.0,0,1,4579,8.4042,S,42.0
199,1,3,female,28.0,0,0,370370,7.75,Q,0.0
200,0,2,female,24.0,0,0,248747,13.0,S,0.0
201,0,3,male,28.0,0,0,345770,9.5,S,0.0
202,0,3,male,28.0,8,2,CA. 2343,69.55,S,280.0
203,0,3,male,34.0,0,0,3101264,6.4958,S,0.0
204,0,3,male,45.5,0,0,2628,7.225,C,0.0
205,1,3,male,18.0,0,0,A/5 3540,8.05,S,0.0
206,0,3,female,2.0,0,1,347054,10.4625,S,2.0
207,0,3,male,32.0,1,0,3101278,15.85,S,32.0
208,1,3,male,26.0,0,0,2699,18.7875,C,0.0
209,1,3,female,16.0,0,0,367231,7.75,Q,0.0
210,1,1,male,40.0,0,0,112277,31.0,C,0.0
211,0,3,male,24.0,0,0,SOTON/O.Q. 3101311,7.05,S,0.0
212,1,2,female,35.0,0,0,F.C.C. 13528,21.0,S,0.0
213,0,3,male,22.0,0,0,A/5 21174,7.25,S,0.0
214,0,2,male,30.0,0,0,250646,13.0,S,0.0
215,0,3,male,28.0,1,0,367229,7.75,Q,28.0
216,1,1,female,31.0,1,0,35273,113.275,C,31.0
217,1,3,female,27.0,0,0,STON/O2. 3101283,7.925,S,0.0
218,0,2,male,42.0,1,0,243847,27.0,S,42.0
219,1,1,female,32.0,0,0,11813,76.2917,C,0.0
220,0,2,male,30.0,0,0,W/C 14208,10.5,S,0.0
221,1,3,male,16.0,0,0,SOTON/OQ 392089,8.05,S,0.0
222,0,2,male,27.0,0,0,220367,13.0,S,0.0
223,0,3,male,51.0,0,0,21440,8.05,S,0.0
224,0,3,male,28.0,0,0,349234,7.8958,S,0.0
225,1,1,male,38.0,1,0,19943,90.0,S,38.0
226,0,3,male,22.0,0,0,PP 4348,9.35,S,0.0
227,1,2,male,19.0,0,0,SW/PP 751,10.5,S,0.0
228,0,3,male,20.5,0,0,A/5 21173,7.25,S,0.0
229,0,2,male,18.0,0,0,236171,13.0,S,0.0
230,0,3,female,28.0,3,1,4133,25.4667,S,112.0
231,1,1,female,35.0,1,0,36973,83.475,S,35.0
232,0,3,male,29.0,0,0,347067,7.775,S,0.0
233,0,2,male,59.0,0,0,237442,13.5,S,0.0
234,1,3,female,5.0,4,2,347077,31.3875,S,30.0
235,0,2,male,24.0,0,0,C.A. 29566,10.5,S,0.0
236,0,3,female,28.0,0,0,W./C. 6609,7.55,S,0.0
237,0,2,male,44.0,1,0,26707,26.0,S,44.0
238,1,2,female,8.0,0,2,C.A. 31921,26.25,S,16.0
239,0,2,male,19.0,0,0,28665,10.5,S,0.0
240,0,2,male,33.0,0,0,SCO/W 1585,12.275,S,0.0
241,0,3,female,28.0,1,0,2665,14.4542,C,28.0
242,1,3,female,28.0,1,0,367230,15.5,Q,28.0
243,0,2,male,29.0,0,0,W./C. 14263,10.5,S,0.0
244,0,3,male,22.0,0,0,STON/O 2. 3101275,7.125,S,0.0
245,0,3,male,30.0,0,0,2694,7.225,C,0.0
246,0,1,male,44.0,2,0,19928,90.0,Q,88.0
247,0,3,female,25.0,0,0,347071,7.775,S,0.0
248,1,2,female,24.0,0,2,250649,14.5,S,48.0
249,1,1,male,37.0,1,1,11751,52.5542,S,74.0
250,0,2,male,54.0,1,0,244252,26.0,S,54.0
251,0,3,male,28.0,0,0,362316,7.25,S,0.0
252,0,3,female,29.0,1,1,347054,10.4625,S,58.0
253,0,1,male,62.0,0,0,113514,26.55,S,0.0
254,0,3,male,30.0,1,0,A/5. 3336,16.1,S,30.0
255,0,3,female,41.0,0,2,370129,20.2125,S,82.0
256,1,3,female,29.0,0,2,2650,15.2458,C,58.0
257,1,1,female,28.0,0,0,PC 17585,79.2,C,0.0
258,1,1,female,30.0,0,0,110152,86.5,S,0.0
259,1,1,female,35.0,0,0,PC 17755,512.3292,C,0.0
260,1,2,female,50.0,0,1,230433,26.0,S,50.0
261,0,3,male,28.0,0,0,384461,7.75,Q,0.0
262,1,3,male,3.0,4,2,347077,31.3875,S,18.0
263,0,1,male,52.0,1,1,110413,79.65,S,104.0
264,0,1,male,40.0,0,0,112059,0.0,S,0.0
265,0,3,female,28.0,0,0,382649,7.75,Q,0.0
266,0,2,male,36.0,0,0,C.A. 17248,10.5,S,0.0
267,0,3,male,16.0,4,1,3101295,39.6875,S,80.0
268,1,3,male,25.0,1,0,347083,7.775,S,25.0
269,1,1,female,58.0,0,1,PC 17582,153.4625,S,58.0
270,1,1,female,35.0,0,0,PC 17760,135.6333,S,0.0
271,0,1,male,28.0,0,0,113798,31.0,S,0.0
272,1,3,male,25.0,0,0,LINE,0.0,S,0.0
273,1,2,female,41.0,0,1,250644,19.5,S,41.0
274,0,1,male,37.0,0,1,PC 17596,29.7,C,37.0
275,1,3,female,28.0,0,0,370375,7.75,Q,0.0
276,1,1,female,63.0,1,0,13502,77.9583,S,63.0
277,0,3,female,45.0,0,0,347073,7.75,S,0.0
278,0,2,male,28.0,0,0,239853,0.0,S,0.0
279,0,3,male,7.0,4,1,382652,29.125,Q,35.0
280,1,3,female,35.0,1,1,C.A. 2673,20.25,S,70.0
281,0,3,male,65.0,0,0,336439,7.75,Q,0.0
282,0,3,male,28.0,0,0,347464,7.8542,S,0.0
283,0,3,male,16.0,0,0,345778,9.5,S,0.0
284,1,3,male,19.0,0,0,A/5. 10482,8.05,S,0.0
285,0,1,male,28.0,0,0,113056,26.0,S,0.0
286,0,3,male,33.0,0,0,349239,8.6625,C,0.0
287,1,3,male,30.0,0,0,345774,9.5,S,0.0
288,0,3,male,22.0,0,0,349206,7.8958,S,0.0
289,1,2,male,42.0,0,0,237798,13.0,S,0.0
290,1,3,female,22.0,0,0,370373,7.75,Q,0.0
291,1,1,female,26.0,0,0,19877,78.85,S,0.0
292,1,1,female,19.0,1,0,11967,91.0792,C,19.0
293,0,2,male,36.0,0,0,SC/Paris 2163,12.875,C,0.0
294,0,3,female,24.0,0,0,349236,8.85,S,0.0
295,0,3,male,24.0,0,0,349233,7.8958,S,0.0
296,0,1,male,28.0,0,0,PC 17612,27.7208,C,0.0
